Recency,Frequency,Monetary,Cluster
20,6,577.9000000000001,Cluster #0
76,1,811.58,Cluster #0
210,2,208.32,Cluster #1
37,3,1248.68,Cluster #0
135,2,100.7,Cluster #1
175,1,110.15,Cluster #1
162,1,135.75000000000003,Cluster #1
1,8,1519.47,Cluster #2
203,1,446.98,Cluster #1
181,1,195.31,Cluster #1
64,1,250.08,Cluster #1
51,3,588.1,Cluster #0
49,2,829.96,Cluster #0
65,4,342.18,Cluster #0
43,1,254.88,Cluster #1
309,1,113.4,Cluster #1
359,1,273.45,Cluster #1
21,4,4571.2300000000005,Cluster #2
31,1,656.25,Cluster #0
9,5,1819.27,Cluster #2
43,5,1984.6399999999999,Cluster #2
8,28,5131.47,Cluster #2
13,2,586.29,Cluster #0
254,1,313.7,Cluster #1
51,3,535.94,Cluster #0
10,3,635.41,Cluster #0
57,2,501.9,Cluster #0
80,1,430.70000000000005,Cluster #1
241,1,356.04,Cluster #1
100,5,1472.6100000000001,Cluster #0
32,10,2867.96,Cluster #2
195,2,557.13,Cluster #1
125,1,243.08,Cluster #1
134,1,154.56,Cluster #1
34,5,1841.32,Cluster #2
260,1,712.46,Cluster #1
41,5,1463.53,Cluster #0
16,8,2597.9300000000003,Cluster #2
7,3,369.95000000000005,Cluster #0
273,1,348.2,Cluster #1
57,1,173.09999999999997,Cluster #1
6,18,4488.3,Cluster #2
244,1,11.9,Cluster #1
357,1,50.1,Cluster #1
9,3,678.54,Cluster #0
2,23,1838.22,Cluster #2
21,3,1333.68,Cluster #0
42,6,1598.52,Cluster #2
51,1,73.2,Cluster #1
87,5,1091.31,Cluster #0
7,6,1216.6200000000001,Cluster #2
118,2,313.0,Cluster #1
86,4,885.09,Cluster #0
42,1,179.35,Cluster #1
130,1,150.1,Cluster #1
52,1,177.58,Cluster #1
92,8,1928.33,Cluster #2
65,1,163.94,Cluster #1
64,1,72.8,Cluster #1
59,1,338.71000000000004,Cluster #1
55,6,722.58,Cluster #0
8,2,473.26,Cluster #0
14,12,3643.08,Cluster #2
23,15,5428.56,Cluster #2
36,4,910.87,Cluster #0
7,2,125.57999999999998,Cluster #0
32,1,94.99000000000001,Cluster #1
15,10,2536.36,Cluster #2
228,1,280.63,Cluster #1
67,1,286.281,Cluster #1
156,1,416.27,Cluster #1
13,3,1284.6,Cluster #0
352,1,247.52,Cluster #1
50,4,592.9,Cluster #0
15,1,405.71,Cluster #0
22,4,613.68,Cluster #0
46,4,502.71000000000004,Cluster #0
17,1,310.38,Cluster #0
36,2,534.06,Cluster #0
80,4,744.28,Cluster #0
1,13,1563.52,Cluster #2
80,1,329.22,Cluster #1
11,2,552.09,Cluster #0
70,1,82.5,Cluster #1
162,3,653.45,Cluster #0
72,1,186.9,Cluster #1
259,1,605.88,Cluster #1
227,2,288.45000000000005,Cluster #1
21,5,1186.38,Cluster #0
28,3,672.08,Cluster #0
310,1,677.9200000000001,Cluster #1
48,4,1072.85,Cluster #0
36,5,1077.8700000000001,Cluster #0
195,3,181.20000000000002,Cluster #1
217,1,314.22,Cluster #1
79,2,836.6,Cluster #0
181,2,516.53,Cluster #1
35,4,795.88,Cluster #0
63,2,373.38,Cluster #0
32,4,595.71,Cluster #0
70,1,416.3,Cluster #1
48,2,363.2,Cluster #0
16,2,2055.47,Cluster #0
1,13,2304.71,Cluster #2
10,6,2695.52,Cluster #2
25,2,227.4,Cluster #0
203,2,1475.05,Cluster #0
15,3,1217.76,Cluster #0
162,1,56.28,Cluster #1
53,1,152.94,Cluster #1
44,5,1103.39,Cluster #0
253,2,373.54,Cluster #1
58,2,2191.18,Cluster #0
8,8,2180.61,Cluster #2
258,1,169.95000000000002,Cluster #1
37,5,3245.31,Cluster #2
42,1,427.45000000000005,Cluster #0
9,4,615.38,Cluster #0
1,9,4018.51,Cluster #2
65,7,607.99,Cluster #0
62,2,495.2,Cluster #0
345,1,685.99,Cluster #1
7,4,1246.45,Cluster #2
108,1,411.7,Cluster #1
365,1,201.65,Cluster #1
188,1,322.12,Cluster #1
168,1,177.0,Cluster #1
92,1,211.03,Cluster #1
13,3,1399.8,Cluster #0
64,1,121.5,Cluster #1
331,1,129.75,Cluster #1
60,4,1081.44,Cluster #0
23,2,771.13,Cluster #0
161,1,125.22000000000001,Cluster #1
113,1,282.35,Cluster #1
13,10,1877.74,Cluster #2
1,4,967.26,Cluster #2
260,1,277.34000000000003,Cluster #1
14,3,385.2,Cluster #0
118,1,233.22,Cluster #1
17,3,3904.43,Cluster #2
130,1,361.21999999999997,Cluster #1
205,6,585.17,Cluster #0
98,2,666.77,Cluster #0
9,2,568.89,Cluster #0
41,1,134.12,Cluster #1
322,1,155.52,Cluster #1
56,7,1803.72,Cluster #2
111,3,1055.63,Cluster #0
27,1,304.75,Cluster #0
209,1,404.40000000000003,Cluster #1
164,2,922.64,Cluster #0
64,5,346.8,Cluster #0
28,1,193.18,Cluster #1
120,3,389.98,Cluster #1
38,3,560.74,Cluster #0
7,13,1222.27,Cluster #2
6,6,3194.01,Cluster #2
9,3,122.66,Cluster #0
20,7,1242.3,Cluster #2
28,1,133.15,Cluster #1
149,1,199.85,Cluster #1
276,1,30.45,Cluster #1
99,1,480.2,Cluster #1
16,4,1040.37,Cluster #0
67,4,193.96,Cluster #0
7,2,310.78,Cluster #0
150,1,101.10000000000001,Cluster #1
36,1,421.76,Cluster #0
3,2,660.7800000000001,Cluster #0
24,7,1147.95,Cluster #2
282,1,12.65,Cluster #1
13,4,932.7,Cluster #0
324,1,153.9,Cluster #1
9,2,494.44,Cluster #0
9,16,2745.05,Cluster #2
55,2,361.40000000000003,Cluster #0
189,3,211.77,Cluster #1
25,3,538.6800000000001,Cluster #0
55,3,1594.3400000000001,Cluster #0
86,7,365.28000000000003,Cluster #0
11,5,2335.22,Cluster #2
1,4,716.8100000000001,Cluster #2
24,5,684.08,Cluster #0
45,1,75.36,Cluster #1
3,2,468.89,Cluster #0
9,7,547.61,Cluster #2
10,1,281.90000000000003,Cluster #0
29,2,700.58,Cluster #0
20,1,277.58000000000004,Cluster #0
10,3,1317.29,Cluster #0
74,4,987.91,Cluster #0
25,2,283.68,Cluster #0
58,2,402.58,Cluster #0
9,1,670.23,Cluster #0
239,3,362.95,Cluster #1
10,3,1605.04,Cluster #0
53,1,142.79,Cluster #1
66,2,532.24,Cluster #0
81,2,502.2,Cluster #0
52,3,479.04,Cluster #0
20,2,287.7,Cluster #0
314,1,94.36,Cluster #1
45,4,807.51,Cluster #0
261,1,213.54,Cluster #1
3,12,2724.39,Cluster #2
48,5,786.44,Cluster #0
52,5,1275.48,Cluster #0
146,2,972.95,Cluster #0
11,2,326.55,Cluster #0
86,1,271.08,Cluster #1
6,11,2457.42,Cluster #2
256,2,214.75,Cluster #1
304,1,177.5,Cluster #1
62,1,296.45,Cluster #1
294,2,74.85,Cluster #1
10,1,155.12,Cluster #0
4,9,1686.23,Cluster #2
28,5,1743.04,Cluster #2
11,2,206.7,Cluster #0
45,1,151.83,Cluster #1
48,1,247.25,Cluster #1
13,2,31.6,Cluster #1
36,1,191.7,Cluster #1
18,3,752.3,Cluster #0
36,3,511.82,Cluster #0
104,6,535.61,Cluster #0
9,37,3487.44,Cluster #2
16,1,268.78,Cluster #0
183,1,70.56,Cluster #1
294,1,157.4,Cluster #1
13,7,1130.29,Cluster #2
255,2,166.06,Cluster #1
98,1,4.95,Cluster #1
49,1,200.05,Cluster #1
205,3,567.21,Cluster #1
56,1,111.0,Cluster #1
20,1,120.66,Cluster #1
21,7,1202.85,Cluster #2
18,4,598.79,Cluster #0
21,4,2527.84,Cluster #2
58,2,358.75,Cluster #0
219,2,349.38,Cluster #1
38,4,552.17,Cluster #0
25,1,208.06,Cluster #0
197,1,2.9,Cluster #1
127,1,119.66,Cluster #1
190,1,163.39000000000001,Cluster #1
189,2,606.54,Cluster #1
141,1,311.92,Cluster #1
79,1,266.97,Cluster #1
36,2,6.9,Cluster #1
55,7,1841.18,Cluster #2
91,5,1407.32,Cluster #0
210,1,161.56,Cluster #1
6,17,3293.8,Cluster #2
20,3,729.49,Cluster #0
169,1,76.67,Cluster #1
13,4,1295.48,Cluster #0
11,3,1103.27,Cluster #0
25,7,1375.92,Cluster #2
15,4,548.18,Cluster #0
43,4,674.52,Cluster #0
266,1,223.95000000000002,Cluster #1
156,3,289.16,Cluster #1
9,5,1637.49,Cluster #2
135,3,417.7,Cluster #1
55,7,2450.7200000000003,Cluster #2
17,2,251.26000000000002,Cluster #0
2,2,255.63,Cluster #0
67,1,416.57,Cluster #1
7,1,167.34,Cluster #0
184,1,95.7,Cluster #1
165,2,376.8,Cluster #1
69,1,279.35,Cluster #1
25,3,290.3,Cluster #0
38,1,617.84,Cluster #0
71,4,1002.6,Cluster #0
288,1,723.93,Cluster #1
268,1,171.71,Cluster #1
199,2,892.07,Cluster #1
41,6,2296.79,Cluster #2
153,2,93.02,Cluster #1
352,2,294.55,Cluster #1
8,4,183.12,Cluster #0
98,4,1124.28,Cluster #0
17,1,470.34,Cluster #0
11,2,90.30000000000001,Cluster #0
288,1,169.50000000000003,Cluster #1
364,1,178.54999999999998,Cluster #1
13,3,699.26,Cluster #0
11,2,662.7900000000001,Cluster #0
44,5,1370.53,Cluster #0
22,1,101.69999999999999,Cluster #1
269,1,154.75,Cluster #1
53,2,376.07,Cluster #0
17,2,74.38,Cluster #0
178,3,912.72,Cluster #0
7,17,4558.91,Cluster #2
8,25,3936.79,Cluster #2
163,1,237.66,Cluster #1
73,1,219.81,Cluster #1
182,1,391.65000000000003,Cluster #1
14,7,1050.32,Cluster #2
11,3,896.97,Cluster #0
102,1,357.02000000000004,Cluster #1
211,3,1037.71,Cluster #0
45,1,119.62,Cluster #1
156,1,101.7,Cluster #1
282,2,564.95,Cluster #1
2,10,3770.54,Cluster #2
100,5,1934.1000000000001,Cluster #0
87,3,426.38,Cluster #0
234,2,189.19000000000003,Cluster #1
197,6,977.24,Cluster #0
34,3,742.8,Cluster #0
27,2,269.39,Cluster #0
58,7,2316.6,Cluster #2
16,2,174.1,Cluster #0
14,19,5871.49,Cluster #2
18,2,652.66,Cluster #0
51,1,264.96,Cluster #1
45,1,324.5,Cluster #1
356,1,35.7,Cluster #1
7,5,287.28000000000003,Cluster #0
186,2,561.4,Cluster #1
7,9,2176.71,Cluster #2
18,3,1249.37,Cluster #0
119,3,855.55,Cluster #0
76,2,525.96,Cluster #0
63,1,409.14,Cluster #1
174,1,105.84,Cluster #1
105,1,50.099999999999994,Cluster #1
365,1,233.45,Cluster #1
72,2,675.38,Cluster #0
240,1,361.95,Cluster #1
224,1,127.85000000000001,Cluster #1
63,3,459.24,Cluster #0
60,1,213.5,Cluster #1
4,15,2848.69,Cluster #2
42,2,104.47999999999999,Cluster #1
67,1,123.44,Cluster #1
53,1,341.96,Cluster #1
7,2,193.85000000000002,Cluster #0
277,1,145.04999999999998,Cluster #1
8,5,436.5,Cluster #0
32,1,163.01,Cluster #1
28,1,497.21,Cluster #0
66,2,465.97,Cluster #0
9,12,2374.72,Cluster #2
7,7,4808.900000000001,Cluster #2
211,1,75.66,Cluster #1
178,1,129.49,Cluster #1
24,4,1036.76,Cluster #0
62,1,586.79,Cluster #0
174,1,305.79,Cluster #1
7,2,420.52,Cluster #0
227,1,79.1,Cluster #1
23,4,1561.08,Cluster #0
255,1,226.21,Cluster #1
252,1,61.76,Cluster #1
43,4,282.71000000000004,Cluster #0
237,1,129.45,Cluster #1
72,2,439.49,Cluster #0
266,1,300.68,Cluster #1
14,14,2051.61,Cluster #2
71,1,162.38,Cluster #1
21,5,1963.05,Cluster #2
65,2,338.05,Cluster #0
9,6,2259.55,Cluster #2
214,2,172.5,Cluster #1
24,4,921.76,Cluster #0
14,10,1125.55,Cluster #2
23,3,974.01,Cluster #0
97,1,123.38,Cluster #1
199,1,169.33,Cluster #1
237,1,401.31,Cluster #1
169,2,813.88,Cluster #1
161,2,142.42000000000002,Cluster #1
34,1,267.26,Cluster #0
63,1,430.38,Cluster #1
50,5,2879.15,Cluster #2
8,2,1043.31,Cluster #0
133,4,381.87,Cluster #0
9,6,2726.36,Cluster #2
14,12,1325.28,Cluster #2
1,4,815.65,Cluster #2
360,1,91.44,Cluster #1
181,1,20.4,Cluster #1
8,2,205.97,Cluster #0
354,1,39.25,Cluster #1
11,1,118.98,Cluster #0
60,2,472.93,Cluster #0
6,6,286.56,Cluster #0
15,3,1132.17,Cluster #0
8,11,3472.7200000000003,Cluster #2
27,1,81.75,Cluster #1
27,16,3892.7999999999997,Cluster #2
46,2,309.21,Cluster #0
25,4,1062.78,Cluster #0
2,11,2240.97,Cluster #2
358,1,117.0,Cluster #1
35,1,149.7,Cluster #1
69,5,939.64,Cluster #0
49,4,333.06,Cluster #0
28,7,1318.1399999999999,Cluster #2
53,1,227.82,Cluster #1
39,7,2376.23,Cluster #2
2,3,855.18,Cluster #0
67,2,293.52,Cluster #1
64,2,156.43,Cluster #1
60,2,366.01,Cluster #0
127,4,462.3,Cluster #0
233,1,50.85,Cluster #1
21,12,4549.56,Cluster #2
45,11,1711.01,Cluster #2
3,19,6614.57,Cluster #2
29,3,398.1,Cluster #0
37,1,571.03,Cluster #0
76,5,1667.8300000000002,Cluster #0
11,10,2137.4900000000002,Cluster #2
18,2,243.03000000000003,Cluster #0
10,10,2557.6,Cluster #2
10,15,4720.2300000000005,Cluster #2
309,1,838.88,Cluster #1
69,1,99.39999999999999,Cluster #1
258,1,166.8,Cluster #1
15,6,3254.9300000000003,Cluster #2
361,1,500.63,Cluster #1
6,7,1284.17,Cluster #2
18,1,116.57,Cluster #1
254,1,292.47,Cluster #1
9,13,3271.29,Cluster #2
99,1,246.99,Cluster #1
294,7,602.6800000000001,Cluster #0
18,5,1155.43,Cluster #2
356,1,272.82,Cluster #1
38,4,845.17,Cluster #0
30,21,6386.43,Cluster #2
44,3,627.87,Cluster #0
23,1,540.33,Cluster #0
44,3,465.91,Cluster #0
70,5,2002.2,Cluster #0
289,1,3.75,Cluster #1
168,1,238.75,Cluster #1
21,7,2097.61,Cluster #2
3,7,1046.87,Cluster #2
78,17,4431.13,Cluster #2
3,17,4930.13,Cluster #2
29,2,590.73,Cluster #0
9,5,1515.9,Cluster #2
36,5,414.13,Cluster #0
22,1,216.01999999999998,Cluster #0
364,1,77.7,Cluster #1
50,1,198.92000000000002,Cluster #1
106,3,1177.94,Cluster #0
206,1,213.9,Cluster #1
310,1,106.83000000000001,Cluster #1
57,1,207.86,Cluster #1
22,2,301.2,Cluster #0
88,1,195.9,Cluster #1
11,3,1404.48,Cluster #0
190,1,287.45,Cluster #1
1,12,2344.28,Cluster #2
265,2,989.0,Cluster #1
22,10,3915.91,Cluster #2
39,3,223.69,Cluster #0
252,1,209.14000000000001,Cluster #1
49,5,696.0500000000001,Cluster #0
25,5,1823.39,Cluster #2
49,1,106.89,Cluster #1
59,4,590.12,Cluster #0
2,11,1275.26,Cluster #2
52,1,373.33,Cluster #1
72,2,138.05,Cluster #1
66,2,228.94,Cluster #1
6,20,7336.4400000000005,Cluster #2
92,2,389.74,Cluster #1
364,1,216.8,Cluster #1
2,13,1798.3000000000002,Cluster #2
11,1,107.6,Cluster #0
115,2,579.03,Cluster #1
8,5,1321.78,Cluster #2
20,7,1430.38,Cluster #2
274,1,87.68,Cluster #1
49,1,226.84,Cluster #1
2,9,1042.39,Cluster #2
357,1,392.18,Cluster #1
81,1,305.62,Cluster #1
3,1,856.82,Cluster #0
155,4,909.53,Cluster #0
57,1,332.3,Cluster #1
15,3,445.84000000000003,Cluster #0
165,2,365.31,Cluster #1
95,4,637.99,Cluster #0
134,3,934.6899999999999,Cluster #0
90,2,222.97,Cluster #1
15,5,882.59,Cluster #0
184,1,289.64,Cluster #1
9,1,256.93,Cluster #0
352,1,204.15,Cluster #1
42,9,1334.3799999999999,Cluster #2
6,21,4975.78,Cluster #2
95,4,401.16,Cluster #0
24,8,1065.28,Cluster #2
2,11,3091.15,Cluster #2
87,1,415.94,Cluster #1
219,1,269.68,Cluster #1
7,2,402.74,Cluster #0
30,2,521.48,Cluster #0
43,1,279.45,Cluster #1
104,1,113.5,Cluster #1
148,1,181.32,Cluster #1
30,1,325.91,Cluster #0
209,1,39.0,Cluster #1
251,3,637.29,Cluster #1
219,1,413.46,Cluster #1
120,2,133.15,Cluster #1
31,2,175.55,Cluster #0
23,9,2083.25,Cluster #2
189,2,353.9,Cluster #1
14,27,3565.45,Cluster #2
28,6,1692.7,Cluster #2
92,3,935.49,Cluster #0
34,16,7099.72,Cluster #2
42,1,197.82,Cluster #1
35,1,176.94,Cluster #1
44,1,281.42,Cluster #1
178,1,84.77,Cluster #1
325,1,317.29,Cluster #1
34,2,239.45999999999998,Cluster #0
2,2,70.96000000000001,Cluster #0
15,2,285.8,Cluster #0
6,1,35.400000000000006,Cluster #1
360,1,320.04,Cluster #1
136,2,587.63,Cluster #1
51,2,112.80000000000001,Cluster #1
23,2,438.88,Cluster #0
132,3,108.24000000000001,Cluster #1
14,4,699.09,Cluster #0
13,6,2267.2400000000002,Cluster #2
53,5,3718.4900000000002,Cluster #2
59,5,1643.83,Cluster #0
4,6,779.87,Cluster #2
75,1,13.3,Cluster #1
22,7,821.12,Cluster #2
58,3,529.47,Cluster #0
179,2,213.03,Cluster #1
29,2,399.96,Cluster #0
7,3,338.41,Cluster #0
27,1,170.13,Cluster #1
186,3,1273.84,Cluster #0
28,4,581.2,Cluster #0
7,3,291.87,Cluster #0
358,1,126.03,Cluster #1
56,1,191.99,Cluster #1
291,2,154.23000000000002,Cluster #1
18,3,449.32,Cluster #0
11,5,738.33,Cluster #0
8,3,753.9,Cluster #0
108,1,1094.69,Cluster #0
21,1,336.84,Cluster #0
21,13,2409.25,Cluster #2
11,6,1860.79,Cluster #2
73,4,344.26,Cluster #0
20,5,768.2,Cluster #0
64,1,213.72,Cluster #1
1,7,984.71,Cluster #2
20,11,1710.88,Cluster #2
282,1,53.44,Cluster #1
28,1,128.61,Cluster #1
1,5,305.63,Cluster #0
15,2,512.03,Cluster #0
268,1,121.9,Cluster #1
41,6,923.52,Cluster #0
148,11,1597.0,Cluster #2
53,1,161.54,Cluster #1
4,17,5390.79,Cluster #2
13,3,698.25,Cluster #0
363,1,33.45,Cluster #1
268,2,139.85,Cluster #1
72,17,1900.12,Cluster #2
9,6,1046.67,Cluster #2
18,3,293.83,Cluster #0
11,20,3803.31,Cluster #2
45,1,145.44,Cluster #1
231,1,142.01,Cluster #1
46,2,786.38,Cluster #0
17,1,246.89000000000001,Cluster #0
171,3,1411.56,Cluster #0
44,3,2879.89,Cluster #0
4,9,1519.79,Cluster #2
203,3,431.18,Cluster #1
13,19,4126.04,Cluster #2
227,1,339.48,Cluster #1
130,3,212.9,Cluster #1
32,5,592.68,Cluster #0
48,3,741.3000000000001,Cluster #0
126,3,1125.06,Cluster #0
101,2,101.75999999999999,Cluster #1
22,1,20.8,Cluster #1
52,5,966.71,Cluster #0
176,4,373.87,Cluster #1
9,1,225.04,Cluster #0
231,2,376.84000000000003,Cluster #1
79,1,117.35000000000001,Cluster #1
30,3,488.6,Cluster #0
108,1,234.17,Cluster #1
179,1,110.55000000000001,Cluster #1
218,1,117.4,Cluster #1
36,2,116.05,Cluster #1
181,1,305.09999999999997,Cluster #1
99,1,184.61,Cluster #1
31,3,522.2,Cluster #0
30,1,116.21,Cluster #1
69,1,294.43,Cluster #1
9,5,1003.99,Cluster #2
247,2,789.01,Cluster #1
52,1,384.06,Cluster #1
4,7,1540.13,Cluster #2
80,2,2956.29,Cluster #0
9,9,3875.84,Cluster #2
22,1,20.8,Cluster #1
34,5,672.42,Cluster #0
71,2,70.94999999999999,Cluster #1
2,5,1302.16,Cluster #2
22,6,1335.2800000000002,Cluster #2
280,2,117.0,Cluster #1
141,3,105.4,Cluster #1
15,2,289.92,Cluster #0
14,10,2909.48,Cluster #2
77,3,801.3,Cluster #0
38,2,665.64,Cluster #0
10,3,471.87,Cluster #0
42,6,675.91,Cluster #0
10,1,171.96,Cluster #0
22,1,270.9,Cluster #0
24,2,256.61,Cluster #0
20,3,1747.79,Cluster #0
1,18,4930.5599999999995,Cluster #2
32,2,748.5,Cluster #0
3,4,1129.81,Cluster #2
23,1,71.0,Cluster #1
37,3,95.85,Cluster #1
52,3,236.45,Cluster #0
361,1,20.4,Cluster #1
70,6,830.99,Cluster #0
55,1,115.95,Cluster #1
3,2,317.95,Cluster #0
78,3,617.76,Cluster #0
8,3,585.07,Cluster #0
237,2,347.08,Cluster #1
79,1,1182.32,Cluster #0
22,1,88.25,Cluster #1
129,1,159.78,Cluster #1
18,3,964.65,Cluster #0
113,4,845.92,Cluster #0
24,4,1144.98,Cluster #0
105,2,210.24,Cluster #1
149,1,248.6,Cluster #1
77,3,882.9,Cluster #0
109,3,772.25,Cluster #0
13,8,4011.34,Cluster #2
88,6,2667.04,Cluster #2
186,1,237.19,Cluster #1
20,1,364.74,Cluster #0
122,1,373.08000000000004,Cluster #1
20,5,795.28,Cluster #0
73,3,965.54,Cluster #0
21,5,2563.81,Cluster #2
258,1,50.400000000000006,Cluster #1
65,7,1653.0,Cluster #2
305,4,498.08,Cluster #1
13,7,1276.7,Cluster #2
50,3,685.2,Cluster #0
4,21,4238.99,Cluster #2
20,9,2422.9500000000003,Cluster #2
106,1,292.24,Cluster #1
20,9,1836.0800000000002,Cluster #2
9,4,1143.02,Cluster #0
9,4,624.52,Cluster #0
27,3,386.9599999999999,Cluster #0
27,2,262.28,Cluster #0
70,1,118.80000000000001,Cluster #1
14,1,125.39999999999999,Cluster #0
17,2,211.76,Cluster #0
25,2,1408.1,Cluster #0
101,3,1219.0,Cluster #0
27,2,2289.9,Cluster #0
115,5,1370.95,Cluster #0
16,5,956.66,Cluster #0
20,4,1651.6100000000001,Cluster #0
80,4,1205.44,Cluster #0
23,8,2970.57,Cluster #2
41,4,1638.19,Cluster #0
314,1,254.3,Cluster #1
14,3,1184.91,Cluster #0
7,4,771.84,Cluster #0
2,7,655.57,Cluster #2
10,2,948.34,Cluster #0
21,3,1067.18,Cluster #0
151,2,560.98,Cluster #1
25,6,7844.23,Cluster #2
21,6,816.7,Cluster #2
157,1,76.1,Cluster #1
39,1,200.39000000000001,Cluster #1
25,7,360.23,Cluster #0
174,2,450.5,Cluster #1
280,1,73.35,Cluster #1
309,1,157.02,Cluster #1
51,1,418.13,Cluster #0
225,1,222.96,Cluster #1
111,1,138.32,Cluster #1
153,1,263.7,Cluster #1
177,1,267.09000000000003,Cluster #1
42,1,175.13,Cluster #1
144,5,932.46,Cluster #0
326,1,131.59,Cluster #1
39,3,965.49,Cluster #0
7,3,32.400000000000006,Cluster #0
98,2,244.15,Cluster #1
8,5,635.77,Cluster #0
267,1,288.3,Cluster #1
7,12,7858.57,Cluster #2
239,1,126.62,Cluster #1
230,1,119.7,Cluster #1
76,1,293.65,Cluster #1
255,2,400.98,Cluster #1
14,4,1270.07,Cluster #0
43,1,124.88,Cluster #1
186,3,408.8,Cluster #1
16,1,213.78,Cluster #0
67,1,299.1,Cluster #1
9,2,78.2,Cluster #0
168,1,161.46,Cluster #1
24,3,954.77,Cluster #0
13,3,1436.45,Cluster #0
23,6,3356.97,Cluster #2
20,10,1293.26,Cluster #2
13,2,293.1,Cluster #0
24,7,2336.2,Cluster #2
276,1,122.88,Cluster #1
30,2,206.34,Cluster #0
49,2,751.76,Cluster #0
281,1,199.41,Cluster #1
70,1,224.28,Cluster #1
2,7,2669.7000000000003,Cluster #2
209,1,59.9,Cluster #1
36,4,968.98,Cluster #0
193,1,208.03,Cluster #1
170,3,701.84,Cluster #0
48,4,673.12,Cluster #0
49,1,44.6,Cluster #1
14,5,1733.23,Cluster #2
218,1,114.35,Cluster #1
3,7,1430.71,Cluster #2
97,2,265.55,Cluster #1
50,1,228.74,Cluster #1
20,7,1797.01,Cluster #2
27,7,1088.8600000000001,Cluster #2
352,1,76.12,Cluster #1
21,1,463.81,Cluster #0
15,3,354.97,Cluster #0
45,1,155.73,Cluster #1
27,6,902.81,Cluster #0
167,4,1091.3600000000001,Cluster #0
45,1,20.5,Cluster #1
45,1,204.24,Cluster #1
18,8,1798.93,Cluster #2
244,1,3.95,Cluster #1
32,7,2176.2000000000003,Cluster #2
52,6,730.07,Cluster #0
226,1,97.6,Cluster #1
3,9,1454.94,Cluster #2
23,1,105.98,Cluster #1
16,14,2796.43,Cluster #2
27,1,132.28,Cluster #1
57,1,298.5,Cluster #1
302,2,234.99,Cluster #1
300,1,148.99,Cluster #1
10,6,369.86,Cluster #0
7,8,1798.95,Cluster #2
88,2,308.81,Cluster #1
256,6,1514.0,Cluster #0
4,10,2685.82,Cluster #2
6,1,208.04,Cluster #0
27,1,131.07,Cluster #1
174,1,114.04,Cluster #1
17,2,357.46,Cluster #0
4,6,787.58,Cluster #2
3,2,306.74,Cluster #0
9,15,2741.54,Cluster #2
304,1,295.0,Cluster #1
100,2,915.04,Cluster #0
6,24,5202.5,Cluster #2
45,1,532.53,Cluster #0
196,1,171.45,Cluster #1
7,1,208.09,Cluster #0
112,1,277.85,Cluster #1
253,1,142.7,Cluster #1
354,1,249.28,Cluster #1
108,2,299.26,Cluster #1
10,1,113.01,Cluster #0
7,1,134.16,Cluster #0
32,2,260.38,Cluster #0
99,2,150.29999999999998,Cluster #1
140,2,507.47,Cluster #1
44,3,391.81,Cluster #0
200,1,63.440000000000005,Cluster #1
130,2,510.1,Cluster #1
139,1,52.46,Cluster #1
119,2,209.77,Cluster #1
142,1,35.0,Cluster #1
38,3,1868.67,Cluster #0
27,1,85.42,Cluster #1
219,2,958.0500000000001,Cluster #1
233,1,206.09,Cluster #1
49,1,25.43,Cluster #1
165,2,373.2,Cluster #1
52,6,1591.18,Cluster #2
13,1,145.42,Cluster #0
18,7,709.51,Cluster #2
1,6,799.45,Cluster #2
23,3,890.96,Cluster #0
8,1,274.46,Cluster #0
22,7,1289.06,Cluster #2
20,3,400.12,Cluster #0
9,1,95.43,Cluster #0
93,2,270.68,Cluster #1
3,4,544.75,Cluster #0
13,1,166.43,Cluster #0
6,5,1044.48,Cluster #2
353,1,192.24,Cluster #1
2,3,109.92,Cluster #0
87,1,82.75,Cluster #1
70,2,727.84,Cluster #0
146,2,96.35000000000001,Cluster #1
23,1,210.60000000000002,Cluster #0
16,8,2036.24,Cluster #2
9,35,4025.54,Cluster #2
92,3,815.88,Cluster #0
59,1,430.44,Cluster #1
7,7,921.07,Cluster #2
9,4,418.59000000000003,Cluster #0
272,1,96.8,Cluster #1
6,2,466.56,Cluster #0
14,2,273.9,Cluster #0
77,1,479.13,Cluster #1
294,2,215.82,Cluster #1
143,4,1657.22,Cluster #0
9,8,5940.0,Cluster #2
86,2,199.20000000000002,Cluster #1
21,11,8982.7,Cluster #2
148,3,615.37,Cluster #0
347,1,168.74,Cluster #1
38,1,135.57,Cluster #1
7,4,393.79,Cluster #0
3,14,2134.38,Cluster #2
6,5,990.68,Cluster #2
171,1,47.55,Cluster #1
37,2,743.21,Cluster #0
27,3,253.5,Cluster #0
42,1,56.690000000000005,Cluster #1
303,1,178.22,Cluster #1
16,2,334.79,Cluster #0
295,2,347.40000000000003,Cluster #1
3,1,56.15,Cluster #0
9,3,504.34,Cluster #0
41,3,430.85,Cluster #0
231,2,276.28,Cluster #1
7,8,2981.15,Cluster #2
4,8,3828.03,Cluster #2
230,1,149.46,Cluster #1
15,7,647.79,Cluster #2
64,4,398.21999999999997,Cluster #0
9,3,210.64,Cluster #0
32,8,1232.8,Cluster #2
32,4,623.07,Cluster #0
210,2,109.07000000000001,Cluster #1
191,3,333.06,Cluster #1
62,2,185.0,Cluster #1
15,20,3527.02,Cluster #2
3,1,350.26,Cluster #0
143,5,632.31,Cluster #0
57,1,50.400000000000006,Cluster #1
