Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Sum,Segment
262,1,14.850000000000001,1,1,1,3,Lost
1,5,999.09,4,4,3,11,Champions
239,1,81.75,1,1,1,3,Lost
88,1,464.55,2,1,3,6,At Risk
6,1,176.2,4,1,1,6,At Risk
41,1,139.8,3,1,1,5,At Risk
22,1,139.09,3,1,1,5,At Risk
60,4,1465.51,2,3,4,9,Loyal Customers
27,3,827.29,3,3,3,9,Loyal Customers
120,1,53.47,2,1,1,4,Lost
99,3,465.4,2,3,3,8,Potential Loyalist
29,1,94.49000000000001,3,1,1,5,At Risk
49,1,38.65,3,1,1,5,At Risk
49,6,625.0600000000001,3,4,3,10,Loyal Customers
64,5,1081.3700000000001,2,4,3,9,Loyal Customers
238,1,102.12,1,1,1,3,Lost
11,2,92.52,4,2,1,7,Potential Loyalist
190,2,268.08,1,2,2,5,At Risk
203,1,305.29,1,1,2,4,Lost
30,2,204.68,3,2,1,6,At Risk
38,3,234.32,3,3,2,8,Potential Loyalist
162,2,356.87,1,2,2,5,At Risk
39,1,443.42,3,1,2,6,At Risk
107,4,1525.66,2,3,4,9,Loyal Customers
139,1,849.15,2,1,3,6,At Risk
7,28,5630.26,4,4,4,12,Champions
43,1,456.69,3,1,3,7,Potential Loyalist
151,1,146.96,1,1,1,3,Lost
4,3,1161.63,4,3,4,11,Champions
27,1,263.19,3,1,2,6,At Risk
45,2,361.19,3,2,2,7,Potential Loyalist
34,2,177.67000000000002,3,2,1,6,At Risk
164,1,100.24000000000001,1,1,1,3,Lost
25,1,115.63,3,1,1,5,At Risk
30,3,275.36,3,3,2,8,Potential Loyalist
258,1,239.05,1,1,2,4,Lost
18,8,1384.4,3,4,4,11,Champions
3,3,790.32,4,3,3,10,Loyal Customers
31,10,3967.4500000000003,3,4,4,11,Champions
1,9,1495.23,4,4,4,12,Champions
25,1,357.11,3,1,2,6,At Risk
72,3,343.75,2,3,2,7,Potential Loyalist
22,4,516.35,3,3,3,9,Loyal Customers
34,3,455.64,3,3,3,9,Loyal Customers
260,1,20.4,1,1,1,3,Lost
21,3,345.41,3,3,2,8,Potential Loyalist
248,2,315.25,1,2,2,5,At Risk
17,9,2148.84,4,4,4,12,Champions
7,8,3042.46,4,4,4,12,Champions
81,1,227.29000000000002,2,1,2,5,At Risk
64,3,377.09999999999997,2,3,2,7,Potential Loyalist
50,6,403.29,2,4,2,8,Potential Loyalist
1,45,14094.52,4,4,4,12,Champions
162,1,151.9,1,1,1,3,Lost
191,1,46.68,1,1,1,3,Lost
11,17,5489.900000000001,4,4,4,12,Champions
143,1,60.06,2,1,1,4,Lost
1,15,2396.03,4,4,4,12,Champions
261,1,329.7,1,1,2,4,Lost
57,4,284.35,2,3,2,7,Potential Loyalist
265,1,40.050000000000004,1,1,1,3,Lost
17,3,1026.69,4,3,3,10,Loyal Customers
15,3,1186.13,4,3,4,11,Champions
311,1,135.88,1,1,1,3,Lost
148,2,399.03999999999996,1,2,2,5,At Risk
4,2,277.95,4,2,2,8,Potential Loyalist
267,2,807.0,1,2,3,6,At Risk
17,11,1859.34,4,4,4,12,Champions
32,9,1057.8700000000001,3,4,3,10,Loyal Customers
1,3,260.98,4,3,2,9,Loyal Customers
2,32,6389.2699999999995,4,4,4,12,Champions
63,4,912.38,2,3,3,8,Potential Loyalist
205,1,70.19999999999999,1,1,1,3,Lost
29,4,2234.06,3,3,4,10,Loyal Customers
45,1,701.79,3,1,3,7,Potential Loyalist
70,3,1277.2,2,3,4,9,Loyal Customers
38,2,453.45,3,2,3,8,Potential Loyalist
171,1,825.48,1,1,3,5,At Risk
85,2,601.82,2,2,3,7,Potential Loyalist
1,3,1043.41,4,3,3,10,Loyal Customers
97,1,748.87,2,1,3,6,At Risk
69,1,496.78,2,1,3,6,At Risk
164,1,771.3,1,1,3,5,At Risk
3,28,8535.58,4,4,4,12,Champions
204,3,610.5600000000001,1,3,3,7,Potential Loyalist
14,5,378.7,4,4,2,10,Loyal Customers
248,1,62.699999999999996,1,1,1,3,Lost
273,1,220.06,1,1,2,4,Lost
13,2,825.52,4,2,3,9,Loyal Customers
2,6,1906.6100000000001,4,4,4,12,Champions
300,1,263.12,1,1,2,4,Lost
59,1,446.71,2,1,2,5,At Risk
207,2,279.61,1,2,2,5,At Risk
10,6,1807.28,4,4,4,12,Champions
95,4,796.74,2,3,3,8,Potential Loyalist
34,1,206.89000000000001,3,1,2,6,At Risk
76,1,238.70000000000002,2,1,2,5,At Risk
351,1,102.28,1,1,1,3,Lost
23,2,573.46,3,2,3,8,Potential Loyalist
188,2,571.49,1,2,3,6,At Risk
10,7,1728.99,4,4,4,12,Champions
9,5,1235.45,4,4,4,12,Champions
322,4,104.10000000000001,1,3,1,5,At Risk
133,3,983.5500000000001,2,3,3,8,Potential Loyalist
237,1,327.15000000000003,1,1,2,4,Lost
15,4,620.4,4,3,3,10,Loyal Customers
21,3,1339.68,3,3,4,10,Loyal Customers
1,3,1690.09,4,3,4,11,Champions
22,10,2650.16,3,4,4,11,Champions
10,1,238.81,4,1,2,7,Potential Loyalist
9,4,1092.68,4,3,3,10,Loyal Customers
6,5,1146.73,4,4,4,12,Champions
237,1,162.8,1,1,1,3,Lost
125,1,244.4,2,1,2,5,At Risk
42,2,399.07,3,2,2,7,Potential Loyalist
106,3,1286.28,2,3,4,9,Loyal Customers
198,1,994.47,1,1,3,5,At Risk
14,2,126.5,4,2,1,7,Potential Loyalist
52,9,2362.7,2,4,4,10,Loyal Customers
57,1,346.53,2,1,2,5,At Risk
52,4,1307.74,2,3,4,9,Loyal Customers
42,10,1583.27,3,4,4,11,Champions
161,1,330.11,1,1,2,4,Lost
10,5,791.69,4,4,3,11,Champions
119,3,584.1800000000001,2,3,3,8,Potential Loyalist
6,8,1299.55,4,4,4,12,Champions
230,1,139.05,1,1,1,3,Lost
14,2,977.6,4,2,3,9,Loyal Customers
231,2,169.84,1,2,1,4,Lost
44,7,1604.01,3,4,4,11,Champions
38,1,430.52,3,1,2,6,At Risk
217,1,239.55,1,1,2,4,Lost
16,16,5556.22,4,4,4,12,Champions
35,3,763.37,3,3,3,9,Loyal Customers
156,2,1164.52,1,2,4,7,Potential Loyalist
232,1,382.0,1,1,2,4,Lost
2,1,301.29,4,1,2,7,Potential Loyalist
125,1,327.45000000000005,2,1,2,5,At Risk
9,10,4615.33,4,4,4,12,Champions
1,13,3794.9900000000002,4,4,4,12,Champions
23,1,251.82,3,1,2,6,At Risk
67,1,199.47,2,1,1,4,Lost
25,1,270.0,3,1,2,6,At Risk
146,2,978.03,1,2,3,6,At Risk
37,1,119.76,3,1,1,5,At Risk
10,25,12940.85,4,4,4,12,Champions
349,1,51.96,1,1,1,3,Lost
10,2,278.77,4,2,2,8,Potential Loyalist
60,3,777.55,2,3,3,8,Potential Loyalist
365,1,362.7,1,1,2,4,Lost
312,1,138.6,1,1,1,3,Lost
17,1,58.86,4,1,1,6,At Risk
62,4,1057.54,2,3,3,8,Potential Loyalist
314,1,120.63,1,1,1,3,Lost
63,1,212.5,2,1,2,5,At Risk
252,1,40.5,1,1,1,3,Lost
10,4,1533.79,4,3,4,11,Champions
359,1,87.5,1,1,1,3,Lost
58,3,194.99999999999997,2,3,1,6,At Risk
146,2,605.85,1,2,3,6,At Risk
21,2,288.01,3,2,2,7,Potential Loyalist
62,1,139.92000000000002,2,1,1,4,Lost
6,2,349.85,4,2,2,8,Potential Loyalist
7,9,1548.8799999999999,4,4,4,12,Champions
2,36,4881.68,4,4,4,12,Champions
111,3,618.6,2,3,3,8,Potential Loyalist
52,1,336.95,2,1,2,5,At Risk
23,14,4786.75,3,4,4,11,Champions
2,3,451.11,4,3,2,9,Loyal Customers
84,2,193.64,2,2,1,5,At Risk
51,4,418.70000000000005,2,3,2,7,Potential Loyalist
79,5,1116.54,2,4,4,10,Loyal Customers
17,6,1757.4,4,4,4,12,Champions
349,1,157.5,1,1,1,3,Lost
76,2,425.25,2,2,2,6,At Risk
2,4,420.29999999999995,4,3,2,9,Loyal Customers
23,4,362.42,3,3,2,8,Potential Loyalist
217,1,211.2,1,1,2,4,Lost
52,2,670.9100000000001,2,2,3,7,Potential Loyalist
233,1,62.0,1,1,1,3,Lost
310,2,328.35,1,2,2,5,At Risk
2,7,1368.38,4,4,4,12,Champions
38,3,494.24,3,3,3,9,Loyal Customers
79,1,33.0,2,1,1,4,Lost
2,10,3102.65,4,4,4,12,Champions
168,1,152.8,1,1,1,3,Lost
43,6,1560.45,3,4,4,11,Champions
358,1,162.60000000000002,1,1,1,3,Lost
217,2,444.55,1,2,2,5,At Risk
350,2,244.13,1,2,2,5,At Risk
226,1,344.70000000000005,1,1,2,4,Lost
302,1,128.91,1,1,1,3,Lost
28,5,891.78,3,4,3,10,Loyal Customers
58,4,2337.55,2,3,4,9,Loyal Customers
231,2,429.6,1,2,2,5,At Risk
105,2,358.06,2,2,2,6,At Risk
268,1,187.88,1,1,1,3,Lost
209,12,2015.51,1,4,4,9,Loyal Customers
290,1,321.05,1,1,2,4,Lost
70,3,1175.6200000000001,2,3,4,9,Loyal Customers
21,3,747.23,3,3,3,9,Loyal Customers
2,2,749.67,4,2,3,9,Loyal Customers
36,5,1168.8,3,4,4,11,Champions
58,8,1347.01,2,4,4,10,Loyal Customers
66,1,316.68,2,1,2,5,At Risk
57,2,565.17,2,2,3,7,Potential Loyalist
125,3,1490.76,2,3,4,9,Loyal Customers
230,2,458.1,1,2,3,6,At Risk
114,1,111.19999999999999,2,1,1,4,Lost
23,13,6298.46,3,4,4,11,Champions
83,7,1307.12,2,4,4,10,Loyal Customers
28,2,740.78,3,2,3,8,Potential Loyalist
8,5,847.29,4,4,3,11,Champions
119,1,253.32,2,1,2,5,At Risk
58,1,865.35,2,1,3,6,At Risk
140,1,98.45,2,1,1,4,Lost
275,1,40.2,1,1,1,3,Lost
160,2,386.76,1,2,2,5,At Risk
92,6,1595.27,2,4,4,10,Loyal Customers
127,1,254.82,2,1,2,5,At Risk
315,1,161.95000000000002,1,1,1,3,Lost
98,1,139.51,2,1,1,4,Lost
56,1,393.74,2,1,2,5,At Risk
143,2,1076.52,2,2,3,7,Potential Loyalist
330,1,47.7,1,1,1,3,Lost
15,1,118.80000000000001,4,1,1,6,At Risk
7,6,842.0500000000001,4,4,3,11,Champions
18,14,2004.69,3,4,4,11,Champions
49,2,502.26,3,2,3,8,Potential Loyalist
10,1,349.19,4,1,2,7,Potential Loyalist
29,1,473.29,3,1,3,7,Potential Loyalist
58,1,102.06,2,1,1,4,Lost
38,1,241.98,3,1,2,6,At Risk
346,1,240.45,1,1,2,4,Lost
164,1,87.62,1,1,1,3,Lost
50,9,1900.68,2,4,4,10,Loyal Customers
41,1,240.55,3,1,2,6,At Risk
14,2,414.69,4,2,2,8,Potential Loyalist
35,5,2074.12,3,4,4,11,Champions
21,3,689.46,3,3,3,9,Loyal Customers
23,15,3529.18,3,4,4,11,Champions
17,11,2234.16,4,4,4,12,Champions
193,1,114.24000000000001,1,1,1,3,Lost
42,6,2874.4700000000003,3,4,4,11,Champions
2,3,624.94,4,3,3,10,Loyal Customers
2,10,2945.26,4,4,4,12,Champions
56,1,454.44,2,1,3,6,At Risk
42,11,3498.94,3,4,4,11,Champions
282,1,444.42,1,1,2,4,Lost
52,5,242.60000000000002,2,4,2,8,Potential Loyalist
56,3,854.02,2,3,3,8,Potential Loyalist
87,1,119.20000000000002,2,1,1,4,Lost
266,1,218.25,1,1,2,4,Lost
2,88,17228.03,4,4,4,12,Champions
67,4,843.25,2,3,3,8,Potential Loyalist
102,1,52.0,2,1,1,4,Lost
191,1,314.05,1,1,2,4,Lost
56,2,475.21999999999997,2,2,3,7,Potential Loyalist
275,1,145.0,1,1,1,3,Lost
36,1,189.03,3,1,1,5,At Risk
62,3,2062.64,2,3,4,9,Loyal Customers
77,1,606.66,2,1,3,6,At Risk
95,1,162.29,2,1,1,4,Lost
325,1,311.71,1,1,2,4,Lost
44,1,125.1,3,1,1,5,At Risk
31,3,830.95,3,3,3,9,Loyal Customers
23,1,29.759999999999998,3,1,1,5,At Risk
361,3,1266.86,1,3,4,8,Potential Loyalist
200,1,238.0,1,1,2,4,Lost
148,3,341.72,1,3,2,6,At Risk
45,1,165.47,3,1,1,5,At Risk
58,2,528.71,2,2,3,7,Potential Loyalist
72,1,732.96,2,1,3,6,At Risk
121,1,391.14,2,1,2,5,At Risk
79,1,153.7,2,1,1,4,Lost
24,2,187.79000000000002,3,2,1,6,At Risk
37,1,230.39000000000001,3,1,2,6,At Risk
324,1,252.42000000000002,1,1,2,4,Lost
358,1,81.60000000000001,1,1,1,3,Lost
64,1,158.04,2,1,1,4,Lost
150,2,367.36,1,2,2,5,At Risk
365,1,115.65,1,1,1,3,Lost
4,7,1658.31,4,4,4,12,Champions
246,2,555.1700000000001,1,2,3,6,At Risk
21,2,189.3,3,2,1,6,At Risk
23,10,2728.95,3,4,4,11,Champions
27,20,6802.3,3,4,4,11,Champions
31,1,427.93,3,1,2,6,At Risk
353,1,139.8,1,1,1,3,Lost
364,1,310.1,1,1,2,4,Lost
87,2,675.59,2,2,3,7,Potential Loyalist
17,7,2115.7200000000003,4,4,4,12,Champions
67,2,529.94,2,2,3,7,Potential Loyalist
49,4,1690.8500000000001,3,3,4,10,Loyal Customers
63,5,1495.2,2,4,4,10,Loyal Customers
10,9,1198.48,4,4,4,12,Champions
120,1,25.200000000000003,2,1,1,4,Lost
32,3,1092.81,3,3,3,9,Loyal Customers
161,7,3192.81,1,4,4,9,Loyal Customers
38,3,178.54,3,3,1,7,Potential Loyalist
260,1,143.1,1,1,1,3,Lost
6,6,5136.82,4,4,4,12,Champions
161,2,591.91,1,2,3,6,At Risk
32,1,142.46,3,1,1,5,At Risk
178,1,370.74,1,1,2,4,Lost
262,1,140.54,1,1,1,3,Lost
22,3,1117.63,3,3,4,10,Loyal Customers
8,2,231.86,4,2,2,8,Potential Loyalist
1,4,1743.69,4,3,4,11,Champions
317,1,74.55000000000001,1,1,1,3,Lost
104,1,204.28,2,1,1,4,Lost
281,1,94.0,1,1,1,3,Lost
8,2,1283.63,4,2,4,10,Loyal Customers
14,2,502.33,4,2,3,9,Loyal Customers
120,3,208.6,2,3,2,7,Potential Loyalist
140,2,396.81,2,2,2,6,At Risk
181,1,128.84,1,1,1,3,Lost
23,2,331.79,3,2,2,7,Potential Loyalist
25,4,662.44,3,3,3,9,Loyal Customers
256,1,121.98,1,1,1,3,Lost
76,8,2612.19,2,4,4,10,Loyal Customers
18,4,1022.2,3,3,3,9,Loyal Customers
163,1,49.79,1,1,1,3,Lost
1,3,675.45,4,3,3,10,Loyal Customers
305,1,478.29,1,1,3,5,At Risk
56,4,2990.0,2,3,4,9,Loyal Customers
77,1,508.8,2,1,3,6,At Risk
16,1,84.74,4,1,1,6,At Risk
50,4,856.94,2,3,3,8,Potential Loyalist
315,2,97.7,1,2,1,4,Lost
30,1,7.5,3,1,1,5,At Risk
246,2,304.14,1,2,2,5,At Risk
11,5,1239.39,4,4,4,12,Champions
25,3,1306.95,3,3,4,10,Loyal Customers
7,1,75.06,4,1,1,6,At Risk
18,2,321.68,3,2,2,7,Potential Loyalist
15,1,171.19,4,1,1,6,At Risk
205,2,533.3,1,2,3,6,At Risk
23,4,682.96,3,3,3,9,Loyal Customers
14,1,109.94,4,1,1,6,At Risk
4,3,965.93,4,3,3,10,Loyal Customers
254,1,183.71,1,1,1,3,Lost
123,1,137.13,2,1,1,4,Lost
46,3,307.18,3,3,2,8,Potential Loyalist
4,6,2320.84,4,4,4,12,Champions
1,2,1260.86,4,2,4,10,Loyal Customers
256,1,68.1,1,1,1,3,Lost
322,1,129.67,1,1,1,3,Lost
304,1,405.04,1,1,2,4,Lost
18,3,903.26,3,3,3,9,Loyal Customers
22,1,388.94,3,1,2,6,At Risk
21,3,503.08,3,3,3,9,Loyal Customers
27,6,1057.89,3,4,3,10,Loyal Customers
354,1,157.2,1,1,1,3,Lost
275,3,368.8,1,3,2,6,At Risk
254,1,217.17,1,1,2,4,Lost
17,1,142.92,4,1,1,6,At Risk
346,1,169.66,1,1,1,3,Lost
86,3,144.6,2,3,1,6,At Risk
21,1,119.3,3,1,1,5,At Risk
330,1,717.45,1,1,3,5,At Risk
11,18,1854.59,4,4,4,12,Champions
77,1,324.58,2,1,2,5,At Risk
1,3,499.93,4,3,3,10,Loyal Customers
43,1,377.91,3,1,2,6,At Risk
42,2,282.1,3,2,2,7,Potential Loyalist
105,1,335.15999999999997,2,1,2,5,At Risk
69,1,406.31,2,1,2,5,At Risk
32,2,885.7900000000001,3,2,3,8,Potential Loyalist
108,1,579.25,2,1,3,6,At Risk
7,9,2176.88,4,4,4,12,Champions
153,4,201.31,1,3,1,5,At Risk
10,3,2040.4,4,3,4,11,Champions
22,3,1398.96,3,3,4,10,Loyal Customers
14,3,746.39,4,3,3,10,Loyal Customers
87,6,2358.59,2,4,4,10,Loyal Customers
20,2,504.73999999999995,3,2,3,8,Potential Loyalist
24,5,1225.2,3,4,4,11,Champions
13,2,1058.73,4,2,3,9,Loyal Customers
9,2,498.0,4,2,3,9,Loyal Customers
9,25,10364.35,4,4,4,12,Champions
10,3,654.63,4,3,3,10,Loyal Customers
7,9,3505.42,4,4,4,12,Champions
354,1,128.64000000000001,1,1,1,3,Lost
73,1,52.83,2,1,1,4,Lost
44,5,1903.86,3,4,4,11,Champions
14,3,745.39,4,3,3,10,Loyal Customers
163,1,296.76,1,1,2,4,Lost
181,6,771.13,1,4,3,8,Potential Loyalist
3,5,539.63,4,4,3,11,Champions
147,2,121.0,1,2,1,4,Lost
25,17,8215.22,3,4,4,11,Champions
4,10,2139.74,4,4,4,12,Champions
36,3,53.93,3,3,1,7,Potential Loyalist
225,1,246.72,1,1,2,4,Lost
56,7,1721.78,2,4,4,10,Loyal Customers
32,7,1946.36,3,4,4,11,Champions
24,2,327.5,3,2,2,7,Potential Loyalist
76,1,88.51,2,1,1,4,Lost
9,2,408.88,4,2,2,8,Potential Loyalist
25,1,9.14,3,1,1,5,At Risk
10,8,1482.64,4,4,4,12,Champions
246,1,153.43,1,1,1,3,Lost
14,11,3651.56,4,4,4,12,Champions
13,4,1072.96,4,3,3,10,Loyal Customers
21,1,1294.77,3,1,4,8,Potential Loyalist
17,4,1107.59,4,3,4,11,Champions
11,3,504.42,4,3,3,10,Loyal Customers
165,4,285.3,1,3,2,6,At Risk
155,1,86.02,1,1,1,3,Lost
3,1,185.22,4,1,1,6,At Risk
106,1,85.13000000000001,2,1,1,4,Lost
280,1,117.91,1,1,1,3,Lost
1,9,3479.21,4,4,4,12,Champions
46,2,233.12,3,2,2,7,Potential Loyalist
32,12,3499.46,3,4,4,11,Champions
69,3,1195.81,2,3,4,9,Loyal Customers
98,3,370.28,2,3,2,7,Potential Loyalist
28,1,270.87,3,1,2,6,At Risk
209,1,90.12,1,1,1,3,Lost
52,1,390.93,2,1,2,5,At Risk
269,1,130.4,1,1,1,3,Lost
4,16,4025.9,4,4,4,12,Champions
16,1,201.37,4,1,1,6,At Risk
20,1,281.0,3,1,2,6,At Risk
3,4,520.19,4,3,3,10,Loyal Customers
14,3,1120.83,4,3,4,11,Champions
42,2,123.66000000000001,3,2,1,6,At Risk
10,1,59.7,4,1,1,6,At Risk
36,2,388.62,3,2,2,7,Potential Loyalist
123,2,59.160000000000004,2,2,1,5,At Risk
2,11,3185.48,4,4,4,12,Champions
3,4,558.05,4,3,3,10,Loyal Customers
17,6,1671.1,4,4,4,12,Champions
23,2,430.56,3,2,2,7,Potential Loyalist
169,4,465.26,1,3,3,7,Potential Loyalist
29,1,595.63,3,1,3,7,Potential Loyalist
143,3,209.53,2,3,2,7,Potential Loyalist
154,1,119.15,1,1,1,3,Lost
60,2,214.1,2,2,2,6,At Risk
122,11,608.13,2,4,3,9,Loyal Customers
16,3,663.01,4,3,3,10,Loyal Customers
15,4,571.71,4,3,3,10,Loyal Customers
168,1,439.4,1,1,2,4,Lost
42,3,305.28,3,3,2,8,Potential Loyalist
247,3,413.73,1,3,2,6,At Risk
38,1,314.66,3,1,2,6,At Risk
62,1,199.8,2,1,1,4,Lost
7,5,1648.5,4,4,4,12,Champions
92,5,1109.14,2,4,4,10,Loyal Customers
27,1,324.57,3,1,2,6,At Risk
45,1,223.68,3,1,2,6,At Risk
18,2,653.6899999999999,3,2,3,8,Potential Loyalist
3,14,5198.57,4,4,4,12,Champions
13,6,599.78,4,4,3,11,Champions
44,1,216.39,3,1,2,6,At Risk
28,5,944.5300000000001,3,4,3,10,Loyal Customers
53,9,2570.92,2,4,4,10,Loyal Customers
328,1,87.76,1,1,1,3,Lost
52,3,800.16,2,3,3,8,Potential Loyalist
176,1,268.78000000000003,1,1,2,4,Lost
43,1,112.46000000000001,3,1,1,5,At Risk
1,11,682.71,4,4,3,11,Champions
28,2,180.15,3,2,1,6,At Risk
2,22,8027.4800000000005,4,4,4,12,Champions
24,4,739.951,3,3,3,9,Loyal Customers
2,1,99.60000000000001,4,1,1,6,At Risk
48,3,1207.95,3,3,4,10,Loyal Customers
3,1,78.96000000000001,4,1,1,6,At Risk
35,9,3050.79,3,4,4,11,Champions
133,1,229.43,2,1,2,5,At Risk
108,4,511.5,2,3,3,8,Potential Loyalist
95,4,1161.42,2,3,4,9,Loyal Customers
66,2,562.56,2,2,3,7,Potential Loyalist
16,8,2447.39,4,4,4,12,Champions
37,2,977.75,3,2,3,8,Potential Loyalist
7,8,2874.85,4,4,4,12,Champions
9,1,227.65,4,1,2,7,Potential Loyalist
81,2,589.5600000000001,2,2,3,7,Potential Loyalist
44,1,223.36,3,1,2,6,At Risk
126,1,178.02,2,1,1,4,Lost
8,13,7122.1900000000005,4,4,4,12,Champions
97,4,1749.32,2,3,4,9,Loyal Customers
183,3,433.95000000000005,1,3,2,6,At Risk
158,4,741.55,1,3,3,7,Potential Loyalist
10,1,481.51000000000005,4,1,3,8,Potential Loyalist
149,3,364.57000000000005,1,3,2,6,At Risk
196,2,483.05,1,2,3,6,At Risk
28,3,491.65999999999997,3,3,3,9,Loyal Customers
83,1,293.09000000000003,2,1,2,5,At Risk
107,1,48.0,2,1,1,4,Lost
1,2,380.91,4,2,2,8,Potential Loyalist
235,1,465.57,1,1,3,5,At Risk
37,4,569.4,3,3,3,9,Loyal Customers
14,1,30.0,4,1,1,6,At Risk
182,4,583.85,1,3,3,7,Potential Loyalist
35,1,77.85,3,1,1,5,At Risk
17,8,1470.24,4,4,4,12,Champions
309,1,19.8,1,1,1,3,Lost
98,1,124.1,2,1,1,4,Lost
42,1,311.43,3,1,2,6,At Risk
160,2,1907.25,1,2,4,7,Potential Loyalist
31,1,301.32,3,1,2,6,At Risk
32,4,437.0,3,3,2,8,Potential Loyalist
288,1,157.15,1,1,1,3,Lost
17,6,1179.81,4,4,4,12,Champions
80,4,2209.05,2,3,4,9,Loyal Customers
65,4,1823.6100000000001,2,3,4,9,Loyal Customers
73,3,216.16,2,3,2,7,Potential Loyalist
10,3,2787.22,4,3,4,11,Champions
41,1,580.93,3,1,3,7,Potential Loyalist
44,1,290.3,3,1,2,6,At Risk
16,4,690.98,4,3,3,10,Loyal Customers
1,3,1153.39,4,3,4,11,Champions
17,5,1358.16,4,4,4,12,Champions
109,1,152.95,2,1,1,4,Lost
15,8,2112.54,4,4,4,12,Champions
111,2,238.8,2,2,2,6,At Risk
92,1,91.44,2,1,1,4,Lost
20,1,191.04,3,1,1,5,At Risk
17,10,2275.96,4,4,4,12,Champions
258,2,357.81,1,2,2,5,At Risk
25,8,2253.31,3,4,4,11,Champions
9,1,201.0,4,1,1,6,At Risk
164,2,551.43,1,2,3,6,At Risk
60,3,920.36,2,3,3,8,Potential Loyalist
256,1,211.5,1,1,2,4,Lost
132,4,1778.3700000000001,2,3,4,9,Loyal Customers
193,1,19.5,1,1,1,3,Lost
56,3,714.16,2,3,3,8,Potential Loyalist
27,4,822.36,3,3,3,9,Loyal Customers
32,7,2712.9700000000003,3,4,4,11,Champions
275,1,69.65,1,1,1,3,Lost
1,5,842.9,4,4,3,11,Champions
135,2,266.6,2,2,2,6,At Risk
3,2,255.38000000000002,4,2,2,8,Potential Loyalist
137,4,842.34,2,3,3,8,Potential Loyalist
226,1,150.3,1,1,1,3,Lost
24,13,4647.16,3,4,4,11,Champions
16,1,423.03000000000003,4,1,2,7,Potential Loyalist
3,1,494.58,4,1,3,8,Potential Loyalist
27,4,858.7700000000001,3,3,3,9,Loyal Customers
356,1,149.4,1,1,1,3,Lost
193,2,218.25,1,2,2,5,At Risk
7,1,382.25,4,1,2,7,Potential Loyalist
8,7,3889.91,4,4,4,12,Champions
204,1,85.0,1,1,1,3,Lost
57,3,943.91,2,3,3,8,Potential Loyalist
204,2,280.2,1,2,2,5,At Risk
274,1,112.4,1,1,1,3,Lost
106,2,376.35,2,2,2,6,At Risk
6,7,948.85,4,4,3,11,Champions
10,16,3804.94,4,4,4,12,Champions
58,1,77.6,2,1,1,4,Lost
41,1,126.80000000000001,3,1,1,5,At Risk
8,4,566.3100000000001,4,3,3,10,Loyal Customers
69,1,6.959999999999999,2,1,1,4,Lost
11,4,928.5400000000001,4,3,3,10,Loyal Customers
126,1,182.96,2,1,1,4,Lost
4,3,658.49,4,3,3,10,Loyal Customers
32,1,139.36,3,1,1,5,At Risk
6,7,1884.91,4,4,4,12,Champions
31,7,2605.25,3,4,4,11,Champions
43,3,458.57,3,3,3,9,Loyal Customers
2,6,2059.84,4,4,4,12,Champions
53,4,459.36,2,3,3,8,Potential Loyalist
57,2,672.88,2,2,3,7,Potential Loyalist
16,1,205.25,4,1,1,6,At Risk
288,2,77.24000000000001,1,2,1,4,Lost
57,2,482.95000000000005,2,2,3,7,Potential Loyalist
23,2,602.87,3,2,3,8,Potential Loyalist
79,6,2602.27,2,4,4,10,Loyal Customers
56,1,273.65999999999997,2,1,2,5,At Risk
107,3,331.03,2,3,2,7,Potential Loyalist
227,1,122.03999999999999,1,1,1,3,Lost
60,1,189.75,2,1,1,4,Lost
237,1,87.9,1,1,1,3,Lost
125,1,164.13,2,1,1,4,Lost
233,3,309.21000000000004,1,3,2,6,At Risk
175,3,402.08,1,3,2,6,At Risk
17,3,254.91,4,3,2,9,Loyal Customers
1,3,1351.38,4,3,4,11,Champions
2,1,165.62,4,1,1,6,At Risk
24,5,1115.67,3,4,4,11,Champions
38,3,4177.65,3,3,4,10,Loyal Customers
18,3,767.35,3,3,3,9,Loyal Customers
350,1,297.65999999999997,1,1,2,4,Lost
2,1,145.53,4,1,1,6,At Risk
35,2,1297.17,3,2,4,9,Loyal Customers
6,2,133.92000000000002,4,2,1,7,Potential Loyalist
141,1,495.52,2,1,3,6,At Risk
9,7,1696.01,4,4,4,12,Champions
67,3,715.04,2,3,3,8,Potential Loyalist
99,2,590.88,2,2,3,7,Potential Loyalist
38,3,997.85,3,3,3,9,Loyal Customers
43,1,154.86,3,1,1,5,At Risk
3,12,3021.13,4,4,4,12,Champions
15,16,4706.150000000001,4,4,4,12,Champions
38,3,671.22,3,3,3,9,Loyal Customers
42,2,798.1,3,2,3,8,Potential Loyalist
298,4,2992.77,1,3,4,8,Potential Loyalist
28,4,321.4,3,3,2,8,Potential Loyalist
70,4,1307.23,2,3,4,9,Loyal Customers
14,6,1910.63,4,4,4,12,Champions
99,4,506.38000000000005,2,3,3,8,Potential Loyalist
199,2,728.86,1,2,3,6,At Risk
8,4,994.09,4,3,3,10,Loyal Customers
55,3,522.48,2,3,3,8,Potential Loyalist
41,4,1728.57,3,3,4,10,Loyal Customers
311,1,116.97999999999999,1,1,1,3,Lost
36,2,396.86,3,2,2,7,Potential Loyalist
351,1,245.35000000000002,1,1,2,4,Lost
164,1,199.44,1,1,1,3,Lost
